Rk,Player,GS,AS,Season,Age,Team,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional
496,Draymond Green,73,0,2022-23,32,GSW,73,73,0,4.7,114,112,1.6,3.1,0.098,-1.8,2.6,0.8,1.6,12.2,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,F,greendr01
497,Jalen Green,76,0,2022-23,20,HOU,76,76,0,1.8,109,122,1.4,0.5,0.034,0.5,-2.6,-2.1,0,14.5,1.8,10.3,6,17.3,1.1,0.7,11.3,28.1,G,greenja05
498,Josh Green,21,0,2022-23,22,DAL,60,21,0,2.6,119,119,1.7,0.9,0.082,-1.9,-0.6,-2.4,-0.2,11.2,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,G-F,greenjo02
499,AJ Griffin,12,0,2022-23,19,ATL,72,12,0,2.2,116,119,1.3,0.9,0.075,-0.3,-0.5,-0.8,0.4,12.6,2.9,9.2,6,7,1.4,0.7,7.1,17.9,F,griffaj01
500,Quentin Grimes,66,0,2022-23,22,NYK,71,66,0,4.8,125,117,3.2,1.6,0.108,-0.3,0.1,-0.1,1,11.7,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,G,grimequ01
501,Tyrese Haliburton,56,1,2022-23,22,IND,56,56,1,7.6,129,118,6.4,1.2,0.195,7,0.2,7.2,4.4,23.6,1.9,10.1,6,47.6,2.3,1.1,13.2,23.8,G,halibty01
502,Tim Hardaway Jr.,45,0,2022-23,30,DAL,71,45,0,2.3,110,119,1,1.3,0.051,-0.3,-1.5,-1.8,0.1,12.1,1.1,12.6,6.8,9,1.1,0.5,6.1,20.6,G,hardati02
503,James Harden,58,0,2022-23,33,PHI,58,58,0,8.4,123,113,5.8,2.6,0.188,5.1,0.3,5.4,4,21.6,2.3,17.1,9.8,43.3,1.6,1.4,16.3,25,G,hardeja01
504,Gary Harris,42,0,2022-23,28,ORL,48,42,0,2.3,122,116,1.3,1.1,0.095,-1.4,0.7,-0.7,0.4,10.5,2,7.4,4.7,6.9,1.8,1,8,12.6,G,harriga01
505,Tobias Harris,74,0,2022-23,30,PHI,74,74,0,5.9,118,114,3.1,2.8,0.116,0.6,0.1,0.7,1.7,14.8,3.3,17,10.3,11.4,1.4,1.5,9,18.2,F,harrito02
506,Josh Hart,52,0,2022-23,27,NYKPOR,76,52,0,6,125,116,3.8,2.2,0.118,-0.2,1.1,0.9,1.8,14.1,6.5,21,13.7,16.1,1.8,0.8,16.4,12.6,G,hartjo01
507,Killian Hayes,56,0,2022-23,21,DET,76,56,0,-0.5,98,118,-1.9,1.4,-0.012,-3.3,-0.5,-3.8,-1,10.2,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,G,hayeski01
508,Juancho Hernangómez,10,0,2022-23,27,TOR,42,10,0,0.7,108,115,0.1,0.6,0.053,-3.5,0.2,-3.3,-0.2,7.6,4.6,19.1,11.3,5.2,1.3,0.9,11,9.4,F,hernaju01
509,Tyler Herro,67,0,2022-23,23,MIA,67,67,0,3.5,109,115,1.1,2.4,0.072,1.5,-0.8,0.6,1.6,15.3,1.3,17.3,9,19.9,1.1,0.7,11.7,25.6,G,herroty01
510,Buddy Hield,73,0,2022-23,30,IND,80,73,0,4.4,115,118,2.7,1.6,0.085,2.5,-0.6,1.9,2.4,15.4,3,14.9,8.9,13.3,1.8,0.9,11.3,20.8,G-F,hieldbu01
511,Haywood Highsmith,11,0,2022-23,26,MIA,54,11,0,0.9,101,112,-0.3,1.3,0.046,-3.7,0.7,-3.1,-0.3,8.5,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,F,highsha01
512,Jrue Holiday,65,1,2022-23,32,MIL,67,65,1,6.7,118,112,3.9,2.8,0.148,3,0.1,3.1,2.8,19.2,3.9,12,8.1,34.4,1.7,0.9,15.2,25,G,holidjr01
513,Al Horford,63,0,2022-23,36,BOS,63,63,0,6.3,133,112,3.6,2.7,0.157,1.6,1.7,3.3,2.5,13.8,4.2,17.7,11.1,13.2,0.8,2.7,7,11.9,C-F,horfoal01
514,Talen Horton-Tucker,20,0,2022-23,22,UTA,65,20,0,0.8,104,117,-0.3,1.1,0.029,-1.1,-0.5,-1.6,0.2,13.7,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,G-F,hortota01
515,Kevin Huerter,75,0,2022-23,24,SAC,75,75,0,4.9,119,117,3.3,1.7,0.107,1.4,-0.3,1,1.7,15.2,2.2,10.8,6.5,14.1,1.7,1,9.5,19.9,G,huertke01
516,De'Andre Hunter,67,0,2022-23,25,ATL,67,67,0,2.5,112,119,1.4,1.2,0.057,-1.9,-1.4,-3.3,-0.7,11.5,2.3,12.4,7.3,6,0.8,0.7,8.2,19.7,F,huntede01
517,Brandon Ingram,45,0,2022-23,25,NOP,45,45,0,3.5,112,114,1.8,1.7,0.108,2.2,-0.4,1.7,1.5,19.2,1.7,16.4,9.1,28.1,1,1.2,13.4,30.8,F,ingrabr01
518,Kyrie Irving,60,1,2022-23,30,BRKDAL,60,60,1,7.4,121,116,5.4,2,0.159,4.8,-0.7,4.1,3.5,22.4,3,12.3,7.7,25.4,1.4,1.7,8.8,28.9,G,irvinky01
519,Jaden Ivey,73,0,2022-23,20,DET,74,73,0,0,103,121,-0.9,0.8,-0.001,-1.4,-1.9,-3.3,-0.7,12.1,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,G,iveyja01
520,Isaiah Jackson,12,0,2022-23,21,IND,63,12,0,2.7,120,114,1.5,1.2,0.124,-1.7,0.9,-0.8,0.3,17.5,12.1,18,15,7,1.4,7.7,11.8,17.4,C-F,jacksis01
521,Jaren Jackson Jr.,63,1,2022-23,23,MEM,63,63,1,6.6,118,105,2.8,3.8,0.177,0.7,2,2.8,2.2,21.6,6.4,18.8,12.6,5,1.7,9.6,10.1,24.7,F,jacksja02
522,Reggie Jackson,40,0,2022-23,32,DENLAC,68,40,0,0.6,103,118,-0.6,1.2,0.018,-2.9,-1.1,-3.9,-0.8,10,1.7,8,4.9,20,1.4,0.3,14.6,20.8,G,jacksre01
523,LeBron James,54,1,2022-23,38,LAL,55,54,1,5.6,114,113,3.2,2.4,0.138,5.5,0.6,6.1,4,23.9,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,F-G,jamesle01
524,Isaiah Joe,10,0,2022-23,23,OKC,73,10,0,3.8,125,116,2.5,1.3,0.131,1.3,-0.4,0.9,1,14.5,2,11.6,6.7,8.7,1.6,0.5,6.6,17.7,G,joeis01
525,Cameron Johnson,41,0,2022-23,26,BRKPHO,42,41,0,3.5,122,114,2.1,1.4,0.142,2,0.6,2.6,1.4,17.1,3.2,14,8.6,9.6,2,1,6.6,20.6,F,johnsca02
526,Keldon Johnson,63,0,2022-23,23,SAS,63,63,0,1.3,108,122,0.7,0.5,0.03,0.7,-2.5,-1.8,0.1,15.3,2.9,14.4,8.4,13.7,1.1,0.4,9.6,27.9,G,johnske04
527,Nikola Jokić,69,1,2022-23,27,DEN,69,69,1,14.9,134,110,11.2,3.8,0.308,8.5,4.5,13,8.8,31.5,8.5,31.3,20.2,46.6,1.8,1.8,17,27.2,C-F,jokicni01
528,Herbert Jones,66,0,2022-23,24,NOP,66,66,0,4.2,115,112,1.5,2.7,0.104,-1.9,1.7,-0.3,0.8,12.1,5.6,10,7.8,11.1,2.6,2.1,13.3,14.5,F,joneshe01
529,Tre Jones,65,0,2022-23,23,SAS,68,65,0,3.4,117,120,2.6,0.8,0.082,-0.2,-0.8,-1,0.5,16,3,10.8,6.7,31.5,2.1,0.4,11.8,19.3,G,jonestr01
530,Tyus Jones,22,0,2022-23,26,MEM,80,22,0,5.7,122,113,3.4,2.3,0.141,1.2,0.3,1.6,1.7,16,1.5,9.4,5.5,28.8,2,0.3,8.9,17.7,G,jonesty01
531,Luke Kennard,14,0,2022-23,26,LACMEM,59,14,0,3.4,128,116,2.2,1.2,0.124,0.6,-0.1,0.5,0.8,13,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,G,kennalu01
532,Walker Kessler,40,0,2022-23,21,UTA,74,40,0,7.1,140,111,4.6,2.5,0.2,1.4,1.5,2.9,2.1,21.5,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,C,kesslwa01
533,Corey Kispert,45,0,2022-23,23,WAS,74,45,0,3.8,124,120,2.9,0.9,0.088,-0.1,-1.4,-1.5,0.2,11.5,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,G-F,kispeco01
534,Christian Koloko,19,0,2022-23,22,TOR,58,19,0,1.7,119,113,0.7,1,0.104,-4.3,0.8,-3.5,-0.3,11.4,11.1,13.3,12.1,5,1.3,6.9,10.2,10.4,C,kolokch01
535,John Konchar,23,0,2022-23,26,MEM,72,23,0,3.5,117,109,1,2.5,0.111,-1.9,2.4,0.5,0.9,10.8,4.5,17.4,11,8.2,2.4,1.5,9.9,10.4,G,konchjo01
536,Jonathan Kuminga,16,0,2022-23,20,GSW,67,16,0,2.4,112,115,1,1.4,0.084,-1.7,-0.1,-1.7,0.1,13.3,5.6,12.5,9.1,12.7,1.4,2,14.6,19.6,F,kuminjo01
537,Kyle Kuzma,64,0,2022-23,27,WAS,64,64,0,0.9,103,117,-1,1.9,0.019,-0.2,-1.5,-1.7,0.2,14.3,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,F,kuzmaky01
538,Romeo Langford,21,0,2022-23,23,SAS,43,21,0,0.5,110,122,0.3,0.2,0.029,-2.6,-1.5,-4.2,-0.5,10.4,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,G,langfro01
539,Zach LaVine,77,0,2022-23,27,CHI,77,77,0,7.1,116,115,4.2,2.9,0.123,2.7,-0.7,1.9,2.7,19,1.7,12.2,7.1,18.7,1.2,0.6,11,28.3,G-F,lavinza01
540,Kawhi Leonard,50,0,2022-23,31,LAC,52,50,0,7.1,125,113,4.9,2.2,0.194,5.1,0.9,6.1,3.5,23.9,3.7,17.8,10.8,19.6,2,1.4,8.1,27,F,leonaka01
541,Caris LeVert,30,0,2022-23,28,CLE,74,30,0,4.4,111,112,1.4,3.1,0.095,-1,0.8,-0.2,1,12.4,2.8,12.1,7.4,18,1.6,1,12.4,18.7,G-F,leverca01
542,Damian Lillard,58,1,2022-23,32,POR,58,58,1,9,126,121,8.2,0.8,0.205,8.3,-1.2,7.1,4.9,26.7,2.4,12.8,7.6,35,1.2,0.8,11.7,33.8,G,lillada01
543,Isaiah Livers,22,0,2022-23,24,DET,52,22,0,1,113,120,0.5,0.5,0.041,-2.1,-0.3,-2.4,-0.1,8.4,2.5,11,6.6,4.8,1.1,2.1,9,11.9,F,liveris01
544,Kevon Looney,70,0,2022-23,26,GSW,82,70,0,8.7,147,111,5.9,2.8,0.212,0.9,1.3,2.1,2,17.8,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,F-C,looneke01
545,Brook Lopez,78,0,2022-23,34,MIL,78,78,0,8,122,109,4.1,3.9,0.161,0.8,1.3,2.1,2.5,18.4,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,C,lopezbr01
546,Kevin Love,20,0,2022-23,34,CLEMIA,62,20,0,2.6,110,110,0.6,2,0.099,0.2,0.4,0.6,0.8,13.1,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,F-C,loveke01
547,Kyle Lowry,44,0,2022-23,36,MIA,55,44,0,3.4,114,114,1.5,1.9,0.096,-0.7,0.8,0.2,0.9,12.6,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,G,lowryky01
548,Terance Mann,36,0,2022-23,26,LAC,81,36,0,4.3,123,117,2.8,1.5,0.111,-0.3,0.1,-0.2,0.8,13.4,4.7,11.8,8.3,14,1.1,1,12.2,15.3,G-F,mannte01
549,Lauri Markkanen,66,1,2022-23,25,UTA,66,66,1,8.2,125,116,6.3,1.9,0.173,4.9,-1,3.8,3.3,22.1,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,F-C,markkla01
550,Naji Marshall,21,0,2022-23,25,NOP,77,21,0,2.5,109,114,0.5,2,0.068,-1.9,0,-1.9,0.1,11.4,3,14.6,8.8,14.4,1.5,0.7,13,17.8,F,marshna01
551,Caleb Martin,49,0,2022-23,27,MIA,71,49,0,3.7,113,113,1.2,2.5,0.086,-1.8,0.5,-1.2,0.4,11.4,4.8,15,9.7,8.2,1.7,1.5,11.5,14.4,F,martica02
552,KJ Martin,49,0,2022-23,22,HOU,82,49,0,4.9,126,121,4.2,0.7,0.103,0.6,-1.3,-0.7,0.7,15.4,6,15.8,10.8,8.1,0.9,1.3,10,16.4,F,martike04
553,Bennedict Mathurin,17,0,2022-23,20,IND,78,17,0,1.8,109,121,1,0.8,0.038,-1.2,-2.5,-3.7,-1,13.1,4.4,11.5,7.9,7.6,1,0.5,11.7,24.6,G-F,mathube01
554,Tyrese Maxey,41,0,2022-23,22,PHI,60,41,0,5.4,120,117,3.7,1.6,0.128,1.9,-1.2,0.6,1.3,17,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,G,maxeyty01
555,CJ McCollum,75,0,2022-23,31,NOP,75,75,0,4.3,110,115,1.5,2.8,0.078,1.5,-0.7,0.8,1.9,15.6,2.4,11.7,7,25.1,1.3,1.4,11.2,26.4,G,mccolcj01
556,Jalen McDaniels,24,0,2022-23,25,CHOPHI,80,24,0,2.7,108,114,0.5,2.2,0.068,-2.7,0.6,-2.1,-0.1,11.8,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,F,mcdanja01
557,Jaden McDaniels,79,0,2022-23,22,MIN,79,79,0,4.4,115,115,2,2.4,0.087,-1.7,0.5,-1.2,0.5,12,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,F,mcdanja02
558,Rodney McGruder,12,0,2022-23,31,DET,32,12,0,0.7,119,121,0.5,0.2,0.068,-0.8,-0.7,-1.5,0.1,10.7,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14,G,mcgruro01
559,De'Anthony Melton,58,0,2022-23,24,PHI,77,58,0,4.2,111,111,1.1,3.1,0.095,-0.7,1.6,0.9,1.6,12.7,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,G,meltode01
560,Khris Middleton,19,0,2022-23,31,MIL,33,19,0,1.9,113,113,1,1,0.117,1,-0.3,0.8,0.6,17.4,3.8,14,9.1,30.7,1.4,0.5,13.6,27.4,F-G,middlkh01
561,Shake Milton,11,0,2022-23,26,PHI,76,11,0,2.9,115,117,1.6,1.2,0.087,-1,-0.9,-2,0,12.7,3,11.3,7.2,22.3,0.8,0.8,14.5,18.5,G,miltosh01
562,Donovan Mitchell,68,1,2022-23,26,CLE,68,68,1,8.9,118,111,5.4,3.5,0.176,5.6,0.6,6.3,5,22.9,3.1,10.9,7,21.4,2,1,10.3,32.1,G,mitchdo01
563,Evan Mobley,79,0,2022-23,21,CLE,79,79,0,8.5,117,108,3.7,4.8,0.151,0,1.6,1.7,2.5,17.9,8.1,22.7,15.4,12.4,1.1,4,11.9,20.2,F-C,mobleev01
564,Ja Morant,59,1,2022-23,23,MEM,61,59,1,6,114,112,3.4,2.6,0.148,5.2,0.5,5.7,3.8,23.3,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,G,moranja01
565,Marcus Morris,65,0,2022-23,33,LAC,65,65,0,2,108,116,0.4,1.6,0.053,-1.8,-0.2,-1.9,0,10.5,1.8,13.9,7.9,8.9,1.1,1,7.6,17.6,F,morrima03
566,Monte Morris,61,0,2022-23,27,WAS,62,61,0,4.2,125,118,3.1,1.1,0.12,0.8,-0.4,0.5,1.1,15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,G,morrimo01
567,Trey Murphy III,65,0,2022-23,22,NOP,79,65,0,7.6,128,114,4.8,2.8,0.15,1.4,0.4,1.8,2.3,15.2,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,F,murphtr02
568,Dejounte Murray,74,0,2022-23,26,ATL,74,74,0,4.7,112,116,2.4,2.3,0.084,1.1,0,1,2.1,17,2.1,13.8,7.9,24,2,0.6,10.2,24.4,G,murrade01
569,Jamal Murray,65,0,2022-23,25,DEN,65,65,0,5.1,116,116,3.3,1.9,0.116,2.6,-1.3,1.3,1.8,18,2.7,11,6.9,27.5,1.5,0.7,11.3,26.1,G,murraja01
570,Keegan Murray,78,0,2022-23,22,SAC,80,78,0,4.3,119,117,2.6,1.7,0.087,0.4,-1,-0.6,0.8,12.3,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,F,murrake02
571,Andrew Nembhard,63,0,2022-23,23,IND,75,63,0,1.2,108,120,0.4,0.8,0.029,-2.4,-0.8,-3.2,-0.6,10,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,G,nembhan01
572,Aaron Nesmith,60,0,2022-23,23,IND,73,60,0,2,111,119,0.9,1.1,0.052,-2.3,-0.7,-3,-0.4,10.5,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,G-F,nesmiaa01
573,Jusuf Nurkić,52,0,2022-23,28,POR,52,52,0,2.7,112,114,1.2,1.5,0.092,-0.6,0.7,0.1,0.7,17.3,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,C,nurkiju01
574,Jordan Nwora,14,0,2022-23,24,INDMIL,62,14,0,1.5,109,116,0.5,1,0.06,-0.8,-1.3,-2.1,0,12.2,4.7,15.8,10.4,10.5,1,1,12,19.4,F,nworajo01
575,Josh Okogie,26,0,2022-23,24,PHO,72,26,0,2.8,114,113,1.1,1.7,0.101,-0.8,0.5,-0.2,0.6,13.3,8.8,11.9,10.3,10.3,2,2.3,11.2,17.7,G,okogijo01
576,Onyeka Okongwu,18,0,2022-23,22,ATL,80,18,0,7.1,134,112,4.7,2.4,0.185,0,0.8,0.8,1.3,19.4,12.7,21.5,17,5.8,1.4,4.9,12.2,15.1,F,okongon01
577,Isaac Okoro,46,0,2022-23,22,CLE,76,46,0,4.2,123,112,1.9,2.3,0.122,-1.9,1.6,-0.3,0.7,10.7,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,G-F,okorois01
578,Kelly Olynyk,68,0,2022-23,31,UTA,68,68,0,4.3,118,115,2.4,1.9,0.106,-0.4,0.9,0.4,1.2,14.4,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,C-F,olynyke01
579,Royce O'Neale,53,0,2022-23,29,BRK,76,53,0,2.9,108,115,0.4,2.5,0.057,-1.7,0.6,-1.1,0.5,9.2,2.6,15,9,15.3,1.3,1.7,15.5,13.6,F,onealro01
580,Kelly Oubre Jr.,40,0,2022-23,27,CHO,48,40,0,1.7,106,115,0.1,1.5,0.051,-0.4,-0.7,-1.1,0.3,14.8,4.4,12.9,8.6,5.6,2.1,1,6.6,26.5,F,oubreke01
581,Chris Paul,59,0,2022-23,37,PHO,59,59,0,6.2,122,112,3.7,2.5,0.156,2,1.2,3.2,2.5,17.7,1.6,13.4,7.4,38.7,2.4,1,13.4,19.2,G,paulch01
582,Cameron Payne,15,0,2022-23,28,PHO,48,15,0,1.1,106,115,0,1,0.053,-0.5,-0.7,-1.2,0.2,13.2,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,G,payneca01
583,Mason Plumlee,60,0,2022-23,32,CHOLAC,79,60,0,7.9,134,114,5.5,2.4,0.185,1.2,1,2.2,2.2,19.6,11.8,25.1,18.4,17.3,1.1,2,15.8,15.2,C-F,plumlma01
584,Jakob Poeltl,71,0,2022-23,27,SASTOR,72,71,0,6,123,114,3.7,2.2,0.15,1.1,0.8,1.9,1.9,21,13,25.5,19,15.2,1.7,4,15,18.2,C,poeltja01
585,Aleksej Pokusevski,25,0,2022-23,21,OKC,34,25,0,1,105,112,0,1,0.066,-1,1,0,0.3,13.4,6.8,17.8,12.2,12.4,1.4,5.7,14,18.3,F,pokusal01
586,Jordan Poole,43,0,2022-23,23,GSW,82,43,0,3.2,109,117,1.4,1.9,0.063,-0.1,-1.8,-1.9,0.1,14.6,1.5,8.5,5,22.5,1.2,0.8,14.7,29.2,G,poolejo01
587,Kevin Porter Jr.,59,0,2022-23,22,HOU,59,59,0,2.9,112,120,1.9,1,0.068,1.4,-0.8,0.6,1.3,16.2,4.1,13.1,8.5,25.7,2,0.8,15.8,24.3,G,porteke02
588,Michael Porter Jr.,62,0,2022-23,24,DEN,62,62,0,4.3,118,115,2.6,1.8,0.116,2,-1.8,0.2,1,16.8,4.2,17.2,10.9,5.3,1,1.4,7.3,22.7,F,portemi01
589,Bobby Portis,22,0,2022-23,27,MIL,70,22,0,5.3,117,110,2.5,2.8,0.139,1.2,-0.6,0.7,1.2,17.8,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,F,portibo01
590,Kristaps Porziņģis,65,0,2022-23,27,WAS,65,65,0,7.7,121,113,5,2.7,0.174,3.8,0.5,4.3,3.4,23.1,6.2,21.8,14.3,12.9,1.3,4,10.2,27.4,F-C,porzikr01
591,Dwight Powell,64,0,2022-23,31,DAL,76,64,0,5.1,140,116,3.8,1.3,0.168,-1.2,0,-1.2,0.3,15.5,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,F-C,poweldw01
592,Immanuel Quickley,21,0,2022-23,23,NYK,81,21,0,6.7,122,115,4.4,2.3,0.137,1.3,0.4,1.7,2.1,16.3,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,G,quickim01
593,Julius Randle,77,1,2022-23,28,NYK,77,77,1,8.1,117,114,5,3.1,0.142,3.9,-0.2,3.7,3.9,20.3,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,F-C,randlju01
594,Austin Reaves,22,0,2022-23,24,LAL,64,22,0,5.4,129,117,4.1,1.4,0.142,0.6,0.1,0.7,1.2,14.9,2,9,5.6,15.7,0.8,0.9,14,16.2,G,reaveau01
595,Cam Reddish,20,0,2022-23,23,NYKPOR,40,20,0,0.9,109,118,0.3,0.7,0.046,-2.6,-0.8,-3.4,-0.4,10.6,2,8.1,5,8.1,1.9,1.3,12,17.1,F,reddica01
596,Naz Reid,11,0,2022-23,23,MIN,68,11,0,3,112,110,1.1,1.9,0.114,0.3,0.8,1,1,18.5,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,F,reidna01
597,Josh Richardson,10,0,2022-23,29,NOPSAS,65,10,0,1.8,110,118,0.6,1.1,0.055,-1,-0.1,-1.2,0.3,12.3,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,G,richajo01
598,Austin Rivers,10,0,2022-23,30,MIN,52,10,0,1.3,115,117,0.5,0.8,0.061,-3.3,0.5,-2.8,-0.2,7.4,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,G,riverau01
599,Jeremiah Robinson-Earl,20,0,2022-23,22,OKC,43,20,0,1.9,121,115,1.1,0.8,0.111,-0.8,-0.7,-1.5,0.1,13,9.2,14.7,11.9,7,1.4,1.2,6.7,14.6,F,robinje02
600,Mitchell Robinson,58,0,2022-23,24,NYK,59,58,0,6.5,142,110,4,2.6,0.197,1,1.4,2.4,1.7,18.9,18.4,20,19.2,4.5,1.7,6.5,10.9,10.1,C,robinmi01
601,Terry Rozier,63,0,2022-23,28,CHO,63,63,0,1.7,106,117,0.1,1.6,0.037,0.6,-1.1,-0.6,0.8,14.7,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,G,roziete01
602,D'Angelo Russell,71,0,2022-23,26,LALMIN,71,71,0,5.1,116,116,3.1,1.9,0.106,2.1,-0.7,1.5,2,16.3,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,G,russeda01
603,Domantas Sabonis,79,1,2022-23,26,SAC,79,79,1,12.6,132,114,9.6,3,0.221,4.1,1.8,5.8,5.4,23.5,10.6,30,20.3,30.4,1.1,1.2,16.9,21.3,C-F,sabondo01
604,Dario Šarić,12,0,2022-23,28,OKCPHO,57,12,0,1.7,113,113,0.7,1,0.099,-1.5,0.1,-1.4,0.1,13.5,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,F-C,saricda01
605,Dennis Schröder,50,0,2022-23,29,LAL,66,50,0,2.8,112,117,1.3,1.5,0.068,-2.4,-0.5,-2.9,-0.4,11.5,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,G,schrode01
606,Alperen Sengun,72,0,2022-23,20,HOU,75,72,0,5.2,118,117,3.4,1.8,0.115,1.1,0.4,1.4,1.9,19.7,12.1,22.3,17.1,21,1.6,3.2,17.3,21.4,C-F,sengual01
607,Collin Sexton,15,0,2022-23,24,UTA,48,15,0,2.5,119,120,2,0.5,0.105,0.1,-1.5,-1.3,0.2,15.9,3.5,6.3,5,17.9,1.1,0.4,13.3,23.4,G,sextoco01
608,Shaedon Sharpe,15,0,2022-23,19,POR,80,15,0,1.2,109,121,0.6,0.6,0.032,-1.3,-2,-3.3,-0.6,11.5,4,11.3,7.6,7.9,1,1.2,10.7,19,G,sharpsh01
609,Pascal Siakam,71,1,2022-23,28,TOR,71,71,1,7.8,118,115,5.2,2.6,0.141,3.3,-0.1,3.1,3.4,20.3,5.2,19.6,11.9,24.9,1.2,1.3,10,27.2,F-C,siakapa01
610,Ben Simmons,33,0,2022-23,26,BRK,42,33,0,2.2,110,110,0.5,1.7,0.097,-2.2,2.6,0.4,0.7,13.4,4.2,22.2,13.4,31.3,2.4,1.9,27.2,14.3,G-F,simmobe01
611,Anfernee Simons,62,0,2022-23,23,POR,62,62,0,2.5,113,123,2.1,0.3,0.054,1.3,-2.5,-1.1,0.5,14.8,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,G,simonan01
612,Jericho Sims,16,0,2022-23,24,NYK,52,16,0,2.6,146,114,1.6,0.9,0.153,-1,0.5,-0.5,0.3,13.8,13.3,19.4,16.4,4,0.9,3.2,19.1,7.4,F,simsje01
613,Marcus Smart,61,0,2022-23,28,BOS,61,61,0,3.7,111,112,1,2.7,0.092,-1.8,0.8,-1,0.5,12.1,2.6,8,5.3,26.4,2.3,1,17.9,17.8,G,smartma01
614,Dennis Smith Jr.,15,0,2022-23,25,CHO,54,15,0,1.1,103,114,-0.4,1.5,0.039,-3.5,1.2,-2.2,-0.1,11.6,2,11,6.4,26.1,2.6,1.6,14.1,17.6,G,smithde03
615,Jalen Smith,31,0,2022-23,22,IND,68,31,0,2.3,113,116,1.1,1.1,0.085,-0.9,-1.1,-2.1,0,15.9,11.2,22.9,17.1,7.6,0.8,4,11.2,21,F,smithja04
616,Jabari Smith Jr.,79,0,2022-23,19,HOU,79,79,0,1.9,108,119,0.5,1.4,0.037,-2.3,-1.3,-3.7,-1.1,11.2,5.4,20.3,12.7,5.9,0.9,3,9.6,18.4,F,smithja05
617,Jeremy Sochan,53,0,2022-23,19,SAS,56,53,0,0.2,103,120,-0.5,0.7,0.005,-2.8,-1.2,-4,-0.7,11.4,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,F-G,sochaje01
618,Lamar Stevens,25,0,2022-23,25,CLE,62,25,0,1.9,109,111,0.3,1.6,0.08,-3,0.2,-2.8,-0.2,9.5,5,16.7,10.9,4,1.2,1.6,7.9,13.6,F,stevela01
619,Isaiah Stewart,47,0,2022-23,21,DET,50,47,0,2,113,118,1.1,0.9,0.068,-1,-1.1,-2.1,0,13.1,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,F-C,stewais01
620,Max Strus,33,0,2022-23,26,MIA,80,33,0,3.4,113,117,1.5,1.9,0.071,-0.8,-0.9,-1.7,0.2,10.8,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,G,strusma01
