Player,GS,AS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
Grayson Allen,70,0,2022-23,27,MIL,72,70,0,1972,245,557,99,191,146,366,114,126,61,176,237,163,62,14,72,117,750,0.44,0.518,0.399,0.905,0.612,0.571,G,allengr01
Jarrett Allen,68,0,2022-23,24,CLE,68,68,0,2220,403,626,402,616,1,10,162,221,221,445,666,113,54,84,93,153,969,0.644,0.653,0.1,0.733,0.67,0.645,C-F,allenja01
Jose Alvarado,10,0,2022-23,24,NOP,61,10,0,1310,201,489,118,242,83,247,65,80,28,113,141,186,67,10,81,125,550,0.411,0.488,0.336,0.813,0.525,0.496,G,alvarjo01
Kyle Anderson,46,0,2022-23,29,MIN,69,46,0,1957,252,495,209,390,43,105,100,136,66,302,368,335,78,63,103,146,647,0.509,0.536,0.41,0.735,0.583,0.553,F-G,anderky01
Giannis Antetokounmpo,63,1,2022-23,28,MIL,63,63,1,2024,707,1278,660,1107,47,171,498,772,137,605,742,359,52,51,246,197,1959,0.553,0.596,0.275,0.645,0.605,0.572,F-G,antetgi01
OG Anunoby,67,0,2022-23,25,TOR,67,67,0,2386,421,885,279,518,142,367,140,167,95,237,332,131,128,50,132,200,1124,0.476,0.539,0.387,0.838,0.586,0.556,F,anunoog01
Deni Avdija,40,0,2022-23,22,WAS,76,40,0,2020,253,579,184,347,69,232,122,165,74,413,487,211,65,29,123,209,697,0.437,0.53,0.297,0.739,0.535,0.497,G-F,avdijde01
Deandre Ayton,67,0,2022-23,24,PHO,67,67,0,2035,522,887,515,863,7,24,152,200,172,495,667,115,37,53,120,190,1203,0.589,0.597,0.292,0.76,0.617,0.592,C,aytonde01
Marvin Bagley III,25,0,2022-23,23,DET,42,25,0,990,202,382,183,316,19,66,81,108,94,175,269,36,19,30,46,81,504,0.529,0.579,0.288,0.75,0.587,0.554,F-C,baglema01
LaMelo Ball,36,0,2022-23,21,CHO,36,36,0,1268,296,721,152,338,144,383,102,122,42,189,231,304,46,11,129,118,838,0.411,0.45,0.376,0.836,0.541,0.51,G,ballla01
Paolo Banchero,72,0,2022-23,20,ORL,72,72,0,2430,479,1122,394,837,85,285,394,534,84,413,497,269,60,39,200,160,1437,0.427,0.471,0.298,0.738,0.529,0.465,F,banchpa01
Desmond Bane,58,0,2022-23,24,MEM,58,58,0,1841,450,939,284,532,166,407,181,205,43,248,291,254,56,22,126,150,1247,0.479,0.534,0.408,0.883,0.606,0.568,G,banede01
Harrison Barnes,82,0,2022-23,30,SAC,82,82,0,2662,374,791,242,438,132,353,350,413,87,279,366,128,57,10,86,103,1230,0.473,0.553,0.374,0.847,0.632,0.556,F,barneha02
Scottie Barnes,76,0,2022-23,21,TOR,77,76,0,2678,463,1016,400,792,63,224,190,246,179,333,512,371,83,61,154,170,1179,0.456,0.505,0.281,0.772,0.524,0.487,G-F,barnesc01
RJ Barrett,73,0,2022-23,22,NYK,73,73,0,2475,510,1176,389,786,121,390,290,392,60,308,368,201,31,15,164,179,1431,0.434,0.495,0.31,0.74,0.531,0.485,G-F,barrerj01
Keita Bates-Diop,42,0,2022-23,27,SAS,67,42,0,1452,236,465,180,323,56,142,119,150,65,183,248,103,46,20,56,63,647,0.508,0.557,0.394,0.793,0.609,0.568,F,bateske01
Nicolas Batum,19,0,2022-23,34,LAC,78,19,0,1709,160,381,36,64,124,317,34,48,62,237,299,121,54,44,50,149,478,0.42,0.563,0.391,0.708,0.594,0.583,F-G,batumni01
Bradley Beal,50,0,2022-23,29,WAS,50,50,0,1673,444,878,364,659,80,219,192,228,41,155,196,271,45,33,145,107,1160,0.506,0.552,0.365,0.842,0.593,0.551,G,bealbr01
Malik Beasley,27,0,2022-23,26,LALUTA,81,27,0,2093,370,937,135,279,235,658,50,65,35,248,283,124,65,9,90,107,1025,0.395,0.484,0.357,0.769,0.531,0.52,G,beaslma01
MarJon Beauchamp,11,0,2022-23,22,MIL,52,11,0,701,96,243,49,101,47,142,27,37,38,77,115,35,21,7,45,71,266,0.395,0.485,0.331,0.73,0.513,0.492,G,beaucma01
Patrick Beverley,67,0,2022-23,34,CHILAL,67,67,0,1816,144,360,64,121,80,239,47,65,44,203,247,194,63,41,60,187,415,0.4,0.529,0.335,0.723,0.534,0.511,G,beverpa01
Saddiq Bey,37,0,2022-23,23,ATLDET,77,37,0,2129,353,836,202,418,151,418,205,238,98,264,362,118,70,13,71,123,1062,0.422,0.483,0.361,0.861,0.564,0.513,F,beysa01
Bismack Biyombo,14,0,2022-23,30,PHO,61,14,0,874,119,206,119,206,0,0,25,70,89,171,260,56,18,88,51,114,263,0.578,0.578,,0.357,0.555,0.578,C-F,biyombi01
Bojan Bogdanović,59,0,2022-23,33,DET,59,59,0,1893,430,882,285,529,145,353,268,303,36,187,223,152,34,8,135,113,1273,0.488,0.539,0.411,0.884,0.627,0.57,G-F,bogdabo02
Bol Bol,33,0,2022-23,23,ORL,70,33,0,1505,261,478,231,365,30,113,82,108,69,336,405,69,30,85,112,92,634,0.546,0.633,0.265,0.759,0.603,0.577,F-C,bolbo01
Devin Booker,53,0,2022-23,26,PHO,53,53,0,1835,527,1067,416,751,111,316,306,358,46,194,240,293,51,18,145,159,1471,0.494,0.554,0.351,0.855,0.601,0.546,G,bookede01
Malaki Branham,32,0,2022-23,19,SAS,66,32,0,1550,269,611,192,356,77,255,58,70,28,153,181,127,33,7,76,115,673,0.44,0.539,0.302,0.829,0.524,0.503,G,branhma01
Mikal Bridges,83,0,2022-23,26,BRKPHO,83,83,0,2963,593,1267,424,825,169,442,316,353,79,285,364,273,91,61,127,159,1671,0.468,0.514,0.382,0.895,0.587,0.535,F-G,bridgmi01
Dillon Brooks,73,0,2022-23,27,MEM,73,73,0,2214,392,991,249,552,143,439,120,154,45,199,244,189,65,16,104,240,1047,0.396,0.451,0.326,0.779,0.494,0.468,F-G,brookdi01
Bruce Brown,31,0,2022-23,26,DEN,80,31,0,2280,358,741,267,487,91,254,116,153,63,265,328,268,87,51,123,190,923,0.483,0.548,0.358,0.758,0.571,0.545,G-F,brownbr01
Jaylen Brown,67,1,2022-23,26,BOS,67,67,1,2405,679,1383,516,896,163,487,263,344,78,381,459,232,75,26,197,172,1784,0.491,0.576,0.335,0.765,0.581,0.55,F-G,brownja02
Troy Brown Jr.,45,0,2022-23,23,LAL,76,45,0,1860,200,465,93,184,107,281,34,39,62,246,308,95,59,16,49,120,541,0.43,0.505,0.381,0.872,0.561,0.545,G-F,browntr01
Jalen Brunson,68,0,2022-23,26,NYK,68,68,0,2379,587,1195,453,873,134,322,325,392,40,201,241,421,61,15,142,152,1633,0.491,0.519,0.416,0.829,0.597,0.547,G,brunsja01
Thomas Bryant,26,0,2022-23,25,DENLAL,59,26,0,1081,230,369,204,310,26,59,93,126,86,253,339,31,16,30,38,102,579,0.623,0.658,0.441,0.738,0.682,0.659,C,bryanth01
Reggie Bullock,55,0,2022-23,31,DAL,78,55,0,2364,192,470,41,73,151,397,26,37,32,251,283,108,54,13,36,166,561,0.409,0.562,0.38,0.703,0.577,0.569,G-F,bullore01
Jimmy Butler,64,0,2022-23,33,MIA,64,64,0,2138,479,888,443,785,36,103,472,555,141,234,375,340,117,21,101,80,1466,0.539,0.564,0.35,0.85,0.647,0.56,F-G,butleji01
Kentavious Caldwell-Pope,76,0,2022-23,29,DEN,76,76,0,2381,292,632,157,313,135,319,103,125,35,173,208,183,112,35,86,145,822,0.462,0.502,0.423,0.824,0.598,0.569,G,caldwke01
Clint Capela,63,0,2022-23,28,ATL,65,63,0,1730,350,536,350,535,0,1,79,131,258,459,717,58,45,79,54,139,779,0.653,0.654,0,0.603,0.656,0.653,C,capelca01
Jevon Carter,39,0,2022-23,27,MIL,81,39,0,1810,239,565,97,228,142,337,31,38,35,167,202,197,66,29,78,158,651,0.423,0.425,0.421,0.816,0.56,0.549,G,carteje01
Wendell Carter Jr.,54,0,2022-23,23,ORL,57,54,0,1690,322,613,242,388,80,225,144,195,120,377,497,132,30,33,106,159,868,0.525,0.624,0.356,0.738,0.621,0.591,C,cartewe01
Alex Caruso,36,0,2022-23,28,CHI,67,36,0,1575,130,286,75,135,55,151,59,73,42,154,196,193,98,46,77,159,374,0.455,0.556,0.364,0.808,0.588,0.551,G,carusal01
Jordan Clarkson,61,0,2022-23,30,UTA,61,61,0,1988,458,1031,303,572,155,459,200,245,72,174,246,270,33,13,186,120,1271,0.444,0.53,0.338,0.816,0.558,0.519,G,clarkjo01
Nic Claxton,76,0,2022-23,23,BRK,76,76,0,2271,414,587,414,585,0,2,133,246,184,518,702,144,65,189,96,212,961,0.705,0.708,0,0.541,0.691,0.705,C,claxtni01
John Collins,71,0,2022-23,25,ATL,71,71,0,2130,359,707,289,467,70,240,143,178,77,385,462,85,42,73,79,220,931,0.508,0.619,0.292,0.803,0.593,0.557,F,collijo01
Zach Collins,26,0,2022-23,25,SAS,63,26,0,1441,284,548,229,401,55,147,108,142,116,286,402,180,37,49,129,199,731,0.518,0.571,0.374,0.761,0.599,0.568,C-F,colliza01
Mike Conley,66,0,2022-23,35,MINUTA,67,66,0,2029,261,610,126,259,135,351,141,169,33,149,182,450,73,14,103,139,798,0.428,0.486,0.385,0.834,0.583,0.539,G,conlemi01
Pat Connaughton,33,0,2022-23,30,MIL,61,33,0,1443,165,421,56,99,109,322,27,41,50,233,283,77,37,11,33,69,466,0.392,0.566,0.339,0.659,0.531,0.521,G,connapa01
Torrey Craig,60,0,2022-23,32,PHO,79,60,0,1948,228,500,128,247,100,253,32,45,145,281,426,117,50,62,73,179,588,0.456,0.518,0.395,0.711,0.566,0.556,G-F,craigto01
Cade Cunningham,12,0,2022-23,21,DET,12,12,0,400,93,224,76,163,17,61,36,43,12,62,74,72,10,7,39,34,239,0.415,0.466,0.279,0.837,0.492,0.453,G,cunnica01
